RANGO DE NUMEROS;NUMEROS PRIMOS;DURACION
664000000 a 665000000;49004;291,59953689575195
665000000 a 666000000;49356;289,0375883579254
666000000 a 667000000;49201;290,309960603714
667000000 a 668000000;49065;271,3958959579468
668000000 a 669000000;49212;269,5097711086273
669000000 a 670000000;49161;275,6295816898346
670000000 a 671000000;49349;284,7892758846283
671000000 a 672000000;49070;282,37453961372375
672000000 a 673000000;49318;281,03906202316284
673000000 a 674000000;49163;286,81678891181946
674000000 a 675000000;49129;279,031001329422
675000000 a 676000000;49084;274,1455628871918
676000000 a 677000000;49056;273,95991706848145
677000000 a 678000000;49063;273,1498486995697
678000000 a 679000000;49292;269,53314185142517
679000000 a 680000000;49324;280,75298404693604
680000000 a 681000000;48858;271,1103250980377
681000000 a 682000000;49242;304,423317193985
682000000 a 683000000;48937;328,1035122871399
683000000 a 684000000;49263;286,9186942577362
684000000 a 685000000;49275;365,23848938941956
685000000 a 686000000;49219;334,14469027519226
686000000 a 687000000;49307;303,64444375038147
687000000 a 688000000;49021;299,925012588501
688000000 a 689000000;49253;261,4691836833954
689000000 a 690000000;49205;259,88945484161377
690000000 a 691000000;49289;262,41203260421753
691000000 a 692000000;49067;257,2077281475067
692000000 a 693000000;49020;268,65258407592773
693000000 a 694000000;49041;276,19903683662415
694000000 a 695000000;49306;267,7035253047943
695000000 a 696000000;49259;262,4242482185364
696000000 a 697000000;49101;265,51897048950195
697000000 a 698000000;48987;260,61474871635437
698000000 a 699000000;48970;259,0320267677307
699000000 a 700000000;49144;266,763379573822
700000000 a 701000000;49058;263,1860203742981
701000000 a 702000000;49157;267,13850140571594
702000000 a 703000000;49171;262,07098937034607
703000000 a 704000000;49061;260,0225512981415
704000000 a 705000000;49046;265,4124472141266
705000000 a 706000000;49100;254,24259209632874
706000000 a 707000000;49028;255,7695186138153
707000000 a 708000000;49133;254,97158408164978
708000000 a 709000000;49097;257,8783390522003
709000000 a 710000000;49123;256,7724537849426
710000000 a 711000000;48926;253,3996593952179
711000000 a 712000000;49081;257,6011245250702
712000000 a 713000000;49165;259,97760486602783
713000000 a 714000000;48935;255,94801664352417
714000000 a 715000000;49028;257,4156403541565
715000000 a 716000000;48838;258,4230372905731
716000000 a 717000000;49106;259,25568652153015
717000000 a 718000000;49101;262,25670766830444
718000000 a 719000000;48916;263,8881711959839
719000000 a 720000000;49047;262,2872085571289
720000000 a 721000000;49179;262,5114951133728
721000000 a 722000000;49007;261,44229459762573
722000000 a 723000000;49076;259,53351616859436
723000000 a 724000000;49128;258,8569254875183
724000000 a 725000000;49075;257,647079706192
725000000 a 726000000;48877;265,2029469013214
726000000 a 727000000;48906;263,06964921951294
727000000 a 728000000;49187;260,85195446014404
728000000 a 729000000;48871;258,627384185791
729000000 a 730000000;48816;261,2334244251251
730000000 a 731000000;48977;261,380229473114
731000000 a 732000000;48983;261,59799242019653
732000000 a 733000000;48939;261,3869366645813
733000000 a 734000000;49022;261,8343594074249
734000000 a 735000000;48867;258,8863456249237
735000000 a 736000000;49025;263,75720477104187
736000000 a 737000000;48916;267,0768983364105
737000000 a 738000000;48971;265,0248908996582
738000000 a 739000000;49042;265,5289764404297
739000000 a 740000000;49075;268,1162519454956
740000000 a 741000000;48995;263,0750894546509
741000000 a 742000000;49195;266,36868357658386
742000000 a 743000000;48949;268,4370310306549
743000000 a 744000000;48763;262,64165353775024
744000000 a 745000000;48943;262,71204471588135
745000000 a 746000000;48852;265,9837872982025
746000000 a 747000000;48728;260,87553548812866
747000000 a 748000000;49033;263,71823811531067
748000000 a 749000000;48693;264,5081126689911
749000000 a 750000000;49043;262,33754444122314
750000000 a 751000000;48793;264,0104250907898
751000000 a 752000000;48969;267,2836616039276
752000000 a 753000000;48925;263,0186231136322
753000000 a 754000000;48743;267,40800070762634
754000000 a 755000000;48977;265,37242126464844
755000000 a 756000000;49232;269,6395299434662
756000000 a 757000000;48897;265,00378823280334
757000000 a 758000000;48857;266,24417543411255
758000000 a 759000000;48631;264,0615077018738
759000000 a 760000000;49014;265,0514853000641
760000000 a 761000000;48886;261,42646837234497
761000000 a 762000000;48976;268,93349051475525
762000000 a 763000000;49060;272,33383345603943
763000000 a 764000000;48643;283,8656277656555
764000000 a 765000000;48711;281,60565423965454
765000000 a 766000000;48744;261,6837863922119
766000000 a 767000000;48818;277,37113189697266
767000000 a 768000000;49014;291,17891001701355
768000000 a 769000000;48930;329,9152946472168
769000000 a 770000000;48978;329,8909811973572
770000000 a 771000000;48939;306,81866121292114
771000000 a 772000000;48908;324,2755162715912
772000000 a 773000000;48916;317,5812830924988
773000000 a 774000000;48755;305,00700759887695
774000000 a 775000000;48854;299,5410244464874
775000000 a 776000000;48773;299,0238952636719
776000000 a 777000000;48773;276,04587054252625
777000000 a 778000000;48946;263,4505715370178
778000000 a 779000000;48781;259,53050804138184
779000000 a 780000000;48852;260,10093569755554
780000000 a 781000000;48855;256,61232805252075
781000000 a 782000000;48904;260,831059217453
782000000 a 783000000;48858;260,575138092041
783000000 a 784000000;48988;261,7502794265747
784000000 a 785000000;48817;265,592271566391
785000000 a 786000000;48936;283,17270040512085
786000000 a 787000000;48838;342,4894425868988
787000000 a 788000000;48672;315,679648399353
788000000 a 789000000;48898;311,7080309391022
789000000 a 790000000;49011;273,42782187461853
790000000 a 791000000;48855;306,4582095146179
791000000 a 792000000;48856;272,4105496406555
792000000 a 793000000;48755;268,3874406814575
793000000 a 794000000;48790;263,70824790000916
794000000 a 795000000;48611;261,27983498573303
795000000 a 796000000;48879;263,2211661338806
796000000 a 797000000;48835;260,7587893009186
797000000 a 798000000;49001;262,42631363868713
798000000 a 799000000;48889;261,9236390590668
799000000 a 800000000;48455;260,39869594573975
800000000 a 801000000;48848;260,6868178844452
801000000 a 802000000;48838;263,77414894104004
802000000 a 803000000;48629;264,7651698589325
803000000 a 804000000;48680;262,50852727890015
804000000 a 805000000;49017;262,69705152511597
805000000 a 806000000;48766;263,220822095871
806000000 a 807000000;48894;264,00857734680176
807000000 a 808000000;48782;268,47162222862244
808000000 a 809000000;48719;266,9781198501587
809000000 a 810000000;48835;273,2105782032013
810000000 a 811000000;48839;276,82583379745483
811000000 a 812000000;48541;266,9137785434723
812000000 a 813000000;48704;264,147173166275
813000000 a 814000000;48673;265,2856659889221
814000000 a 815000000;48830;265,6284396648407
815000000 a 816000000;48800;276,8642432689667
816000000 a 817000000;48822;326,60179257392883
817000000 a 818000000;48740;298,23950028419495
818000000 a 819000000;48730;287,93015003204346
819000000 a 820000000;48636;301,1605558395386
820000000 a 821000000;48830;304,31913137435913
821000000 a 822000000;48614;386,5374028682709
822000000 a 823000000;48680;345,99133706092834
823000000 a 824000000;48774;306,7596230506897
824000000 a 825000000;48490;300,6360161304474
825000000 a 826000000;48777;273,38844895362854
826000000 a 827000000;48691;274,4080731868744
827000000 a 828000000;48599;270,2821800708771
828000000 a 829000000;48783;273,98476934432983
829000000 a 830000000;48664;272,51578092575073
830000000 a 831000000;48714;270,1191384792328
831000000 a 832000000;48596;271,13536381721497
832000000 a 833000000;48779;271,6784145832062
833000000 a 834000000;48740;270,50574493408203
834000000 a 835000000;48744;273,8213381767273
835000000 a 836000000;48588;276,9439215660095
836000000 a 837000000;48644;272,8347373008728
837000000 a 838000000;48756;273,57690930366516
838000000 a 839000000;48683;273,42450857162476
839000000 a 840000000;48762;273,00403881073
840000000 a 841000000;48671;270,5080804824829
841000000 a 842000000;48581;268,2511603832245
842000000 a 843000000;48822;270,1604964733124
843000000 a 844000000;48705;269,82156348228455
844000000 a 845000000;48526;268,84095191955566
845000000 a 846000000;48680;269,0853033065796
846000000 a 847000000;48503;271,32603669166565
847000000 a 848000000;48535;269,01694536209106
848000000 a 849000000;48852;270,70806336402893
849000000 a 850000000;48681;267,8300094604492
850000000 a 851000000;48506;271,0214111804962
851000000 a 852000000;48580;273,4896364212036
852000000 a 853000000;48607;268,8665382862091
853000000 a 854000000;48735;272,62260389328003
854000000 a 855000000;48670;270,4563467502594
855000000 a 856000000;48652;273,45854926109314
856000000 a 857000000;48524;270,2584912776947
857000000 a 858000000;48596;274,6849117279053
858000000 a 859000000;48656;274,20133876800537
859000000 a 860000000;48348;270,92895436286926
860000000 a 861000000;48502;272,6848838329315
861000000 a 862000000;48565;270,2776896953583
862000000 a 863000000;48644;269,18475461006165
863000000 a 864000000;48609;271,02470779418945
864000000 a 865000000;48665;273,5775020122528
865000000 a 866000000;48585;273,7669253349304
866000000 a 867000000;48536;273,26677107810974
867000000 a 868000000;48788;272,2095892429352
868000000 a 869000000;48575;274,6436975002289
869000000 a 870000000;48579;274,1873617172241
870000000 a 871000000;48613;271,5968482494354
871000000 a 872000000;48471;271,78721380233765
872000000 a 873000000;48589;273,0074677467346
873000000 a 874000000;48618;273,2822139263153
874000000 a 875000000;48690;274,7457985877991
875000000 a 876000000;48363;272,4075593948364
876000000 a 877000000;48420;273,0956926345825
877000000 a 878000000;48447;277,8584415912628
878000000 a 879000000;48694;274,62945675849915
879000000 a 880000000;48568;272,5417618751526
880000000 a 881000000;48315;275,20361518859863
881000000 a 882000000;48601;275,1952724456787
882000000 a 883000000;48679;274,37084197998047
883000000 a 884000000;48424;275,9401798248291
884000000 a 885000000;48479;275,9999017715454
885000000 a 886000000;48387;275,5792999267578
886000000 a 887000000;48554;275,8239595890045
887000000 a 888000000;48711;276,37804102897644
888000000 a 889000000;48488;277,1006796360016
889000000 a 890000000;48413;277,6953275203705
890000000 a 891000000;48543;276,31068086624146
891000000 a 892000000;48336;275,93398332595825
892000000 a 893000000;48664;272,90537309646606
893000000 a 894000000;48561;276,29372334480286
894000000 a 895000000;48450;274,58678221702576
895000000 a 896000000;48480;274,41518568992615
896000000 a 897000000;48386;272,74869561195374
897000000 a 898000000;48488;276,7904167175293
898000000 a 899000000;48474;276,57338857650757
899000000 a 900000000;48421;274,32694387435913
900000000 a 901000000;48676;289,6823625564575
901000000 a 902000000;48524;287,24425530433655
902000000 a 903000000;48179;290,2387466430664
903000000 a 904000000;48646;304,38232016563416
904000000 a 905000000;48266;274,90321588516235
905000000 a 906000000;48698;272,062292098999
906000000 a 907000000;48600;321,5751440525055
907000000 a 908000000;48554;335,16311502456665
908000000 a 909000000;48399;302,6208975315094
909000000 a 910000000;48800;327,41814947128296
910000000 a 911000000;48509;322,41843914985657
911000000 a 912000000;48604;301,4033122062683
912000000 a 913000000;48662;303,3185017108917
913000000 a 914000000;48193;287,46856331825256
914000000 a 915000000;48642;298,0263032913208
915000000 a 916000000;48482;298,03199791908264
916000000 a 917000000;48509;285,95058131217957
917000000 a 918000000;48263;273,49648785591125
918000000 a 919000000;48556;287,4627687931061
919000000 a 920000000;48606;303,810156583786
920000000 a 921000000;48606;339,92381834983826
921000000 a 922000000;48325;321,3354403972626
922000000 a 923000000;48344;300,1642065048218
923000000 a 924000000;48381;305,69808077812195
924000000 a 925000000;48407;300,07049083709717
925000000 a 926000000;48481;293,37833619117737
926000000 a 927000000;48486;281,8482177257538
927000000 a 928000000;48242;283,264568567276
928000000 a 929000000;48321;300,8975052833557
929000000 a 930000000;48257;285,768586397171
930000000 a 931000000;48487;276,5972430706024
931000000 a 932000000;48449;281,5331435203552
932000000 a 933000000;48382;302,8226215839386
933000000 a 934000000;48582;284,08120131492615
934000000 a 935000000;48335;278,1211211681366
935000000 a 936000000;48577;277,32396626472473
936000000 a 937000000;48242;274,5920419692993
937000000 a 938000000;48388;281,0339300632477
938000000 a 939000000;48463;302,51903438568115
939000000 a 940000000;48086;306,7972903251648
940000000 a 941000000;48517;331,08657336235046
941000000 a 942000000;48301;326,75030183792114
942000000 a 943000000;48371;290,65154910087585
943000000 a 944000000;48560;288,68024039268494
944000000 a 945000000;48278;289,92020630836487
945000000 a 946000000;48392;297,354505777359
946000000 a 947000000;48314;292,4856493473053
947000000 a 948000000;48632;317,2745819091797
948000000 a 949000000;48323;303,26098251342773
949000000 a 950000000;48359;317,8805191516876
950000000 a 951000000;48309;308,9227957725525
951000000 a 952000000;48287;343,4797246456146
952000000 a 953000000;48368;328,092542886734
953000000 a 954000000;48453;309,37213826179504
954000000 a 955000000;48422;302,72673892974854
955000000 a 956000000;48266;284,8253402709961
956000000 a 957000000;48440;286,23889207839966
957000000 a 958000000;48479;293,89554953575134
958000000 a 959000000;48329;285,7069411277771
959000000 a 960000000;48492;294,57821679115295
960000000 a 961000000;48483;284,9610245227814
961000000 a 962000000;48258;279,9150826931
962000000 a 963000000;48443;280,28032636642456
963000000 a 964000000;48463;276,3853883743286
964000000 a 965000000;48200;271,37761878967285
965000000 a 966000000;48285;270,7879204750061
966000000 a 967000000;48335;318,00493574142456
967000000 a 968000000;48321;358,76757764816284
968000000 a 969000000;48333;364,1946220397949
969000000 a 970000000;48361;399,32150888442993
970000000 a 971000000;48471;343,6193766593933
971000000 a 972000000;48207;347,58862590789795
